"faa","name","state","lat","lon","alt","tz","tzone"
"MOD","Modesto City Co Harry Sham","California",37.625817,-120.954422,97,-8,"America/Los_Angeles"
"MOT","Minot Intl","North Dakota",48.259378,-101.280333,1716,-6,"America/Chicago"
"MOU","Mountain Village Airport","Alaska",62.0954,-163.682,337,-9,"America/Anchorage"
"MPB","Miami Seaplane Base","Florida",25.7783,-80.1703,0,-5,"America/New_York"
"MPI","MariposaYosemite","California",37.3039,-120.0222,2454,-8,"America/Los_Angeles"
"MPV","Edward F Knapp State","Vermont",44.203503,-72.562328,1165,-5,"America/New_York"
"MQB","Macomb Municipal Airport","Illinois",40.5200833,-90.6523889,707,-6,"America/Chicago"
"MQI","Dare County Regional",NA,35.5514,-75.4173,13,-5,"America/New_York"
"MQT","Sawyer International Airport","Michigan",46.353611,-87.395278,1221,-5,"America/New_York"
"MRB","Eastern WV Regional Airport","Virginia",39.2407,-77.591,554,-5,"America/New_York"
"MRI","Merrill Fld","Alaska",61.213544,-149.844447,137,-9,"America/Anchorage"
"MRK","Marco Islands","Florida",25.9950278,-81.6725278,5,-5,"America/New_York"
"MRN","Foothills Regional Airport","North Carolina",35.8202336,-81.6115119,1270,-5,"America/New_York"
"MRY","Monterey Peninsula","California",36.587,-121.842944,257,-8,"America/Los_Angeles"
"MSL","Northwest Alabama Regional Airport","Alabama",34.7453,-87.6102,550,-6,"America/Chicago"
"MSN","Dane Co Rgnl Truax Fld","Wisconsin",43.139858,-89.337514,887,-6,"America/Chicago"
"MSO","Missoula Intl","Montana",46.916306,-114.090556,3205,-7,"America/Denver"
"MSP","Minneapolis St Paul Intl","Minnesota",44.881956,-93.221767,841,-6,"America/Chicago"
"MSS","Massena Intl Richards Fld","New York",44.935833,-74.845547,215,-5,"America/New_York"
"MSY","Louis Armstrong New Orleans Intl","Louisiana",29.993389,-90.258028,4,-6,"America/Chicago"
"MTC","Selfridge Angb","Michigan",42.608333,-82.8355,580,-5,"America/New_York"
"MTH","Florida Keys Marathon Airport",NA,24.726111,-81.051389,7,-5,"America/New_York"
"MTJ","Montrose Regional Airport","Colorado",38.509794,-107.894242,5759,-7,"America/Denver"
"MTM","Metlakatla Seaplane Base","Alaska",55.131111,-131.578056,0,-9,"America/Anchorage"
"MTN","Martin State","Maryland",39.3256667,-76.4137778,22,-5,"America/New_York"
"MUE","Waimea Kohala","Hawaii",20.001328,-155.668108,2671,-10,"Pacific/Honolulu"
"MUI","Muir Aaf","Pennsylvania",40.434811,-76.569411,489,-5,"America/New_York"
"MUO","Mountain Home Afb","Idaho",43.043603,-115.872431,2996,-7,"America/Denver"
"MVL","Morrisville Stowe State Airport","Vermont",44.535,-72.614,732,-5,"America/New_York"
"MVY","Martha\\'s Vineyard","Massachusetts",41.391667,-70.615278,67,-5,"America/New_York"
"MWA","Williamson Country Regional Airport","Illinois",37.7549569,-89.0110936,472,-6,"America/Chicago"
"MWC","Lawrence J Timmerman Airport","Wisconsin",43.1103889,-88.0344167,745,-6,"America/Chicago"
"MWH","Grant Co Intl","Washington",47.207708,-119.32019,1185,-8,"America/Los_Angeles"
"MWL","Mineral Wells","Texas",32.781606,-98.060175,974,-6,"America/Chicago"
"MWM","Windom Municipal Airport","Minnesota",43.9134017,-95.1094083,1410,-6,"America/Chicago"
"MXF","Maxwell Afb","Alabama",32.382944,-86.365778,171,-6,"America/Chicago"
"MXY","McCarthy Airport","Alaska",61.4370608,-142.90307372,1531,-9,"America/Anchorage"
"MYF","Montgomery Field",NA,32.4759,117.759,17,8,"Asia/Chongqing"
"MYL","McCall Municipal Airport","Idaho",44.889722,-116.101389,5021,-7,"America/Denver"
"MYR","Myrtle Beach Intl","South Carolina",33.67975,-78.928333,25,-5,"America/New_York"
"MYU","Mekoryuk Airport","Alaska",60.3714,-166.271,48,-9,"America/Anchorage"
"MYV","Yuba County Airport","California",39.0553,-121.3411,62,-8,"America/Los_Angeles"
"MZJ","Pinal Airpark","Arizona",32.509722,-111.325278,1893,-7,"America/Phoenix"
"N53","Stroudsburg-Pocono Airport","Pennsylvania",41.0358717,-75.1606789,480,-5,"America/New_York"
"N69","Stormville Airport","New York",41.5769708,-73.7323514,358,-5,"America/New_York"
"N87","Trenton-Robbinsville Airport","New Jersey",40.2139444,-74.6017778,118,-5,"America/New_York"
"NBG","New Orleans Nas Jrb","Louisiana",29.825333,-90.035,3,-6,"America/Chicago"
"NBU","Naval Air Station","Illinois",42.090556,-87.8225,653,-6,"America/Chicago"
"NCN","Chenega Bay Airport","Alaska",60.077222,-147.991944,72,-9,"America/Anchorage"
"NEL","Lakehurst Naes","New Jersey",40.033333,-74.353333,103,-5,"America/New_York"
"NEW","Lakefront","Louisiana",30.0424167,-90.02825,7,-6,"America/Chicago"
"NFL","Fallon Nas","Nevada",39.416584,-118.70098,3934,-8,"America/Los_Angeles"
"NGF","Kaneohe Bay Mcaf","Hawaii",21.450453,-157.768,24,-10,"Pacific/Honolulu"
"NGP","Corpus Christi NAS","Texas",27.692701,-97.290376,18,-6,"America/Chicago"
"NGU","Norfolk Ns","Virginia",36.937644,-76.289289,15,-5,"America/New_York"
"NGZ","NAS Alameda","California",37.7861,-122.3186,10,-8,"America/Los_Angeles"
"NHK","Patuxent River Nas","Maryland",38.285981,-76.411781,39,-5,"America/New_York"
"NIB","Nikolai Airport","Alaska",63.010833,-154.383889,427,-9,"America/Anchorage"
"NID","China Lake Naws","California",35.685422,-117.692039,2283,-8,"America/Los_Angeles"
"NIP","Jacksonville Nas","Florida",30.235834,-81.680556,22,-5,"America/New_York"
"NJK","El Centro Naf","California",32.829222,-115.671667,-42,-8,"America/Los_Angeles"
"NKT","Cherry Point Mcas","North Carolina",34.900872,-76.880733,29,-5,"America/New_York"
"NKX","Miramar Mcas","California",32.867694,-117.14175,478,-8,"America/Los_Angeles"
"NLC","Lemoore Nas","California",36.333012,-119.95208,234,-8,"America/Los_Angeles"
"NLG","Nelson Lagoon","Alaska",56.0075,-161.160278,14,-9,"America/Anchorage"
"NME","Nightmute Airport","Alaska",60.471111,-164.700833,4,-9,"America/Anchorage"
"NMM","Meridian Nas","Mississippi",32.552083,-88.555557,317,-6,"America/Chicago"
"NNL","Nondalton Airport","Alaska",59.966944,-154.851667,262,-9,"America/Anchorage"
"NOW","Port Angeles Cgas",NA,48.141481,-123.414075,13,-8,"America/Los_Angeles"
"NPA","Pensacola Nas","Florida",30.352656,-87.318647,28,-6,"America/Chicago"
"NPZ","Porter County Municipal Airport","Indiana",41.4539722,-87.0070833,770,-6,"America/Chicago"
"NQA","Millington Rgnl Jetport","Tennessee",35.356667,-89.870278,320,-6,"America/Chicago"
"NQI","Kingsville Nas","Texas",27.507223,-97.809723,50,-6,"America/Chicago"
"NQX","Key West Nas","Florida",24.575834,-81.688889,6,-5,"America/New_York"
"NSE","Whiting Fld Nas North","Florida",30.724167,-87.021944,199,-6,"America/Chicago"
"NTD","Point Mugu Nas","California",34.120285,-119.12094,13,-8,"America/Los_Angeles"
"NTU","Oceana Nas","Virginia",36.820703,-76.033542,22,-5,"America/New_York"
"NUI","Nuiqsut Airport","Alaska",70.21,-151.005556,38,-9,"America/Anchorage"
"NUL","Nulato Airport","Alaska",64.729444,-158.074167,399,-9,"America/Anchorage"
"NUP","Nunapitchuk Airport","Alaska",60.905833,-162.439167,12,-9,"America/Anchorage"
"NUQ","Moffett Federal Afld","California",37.416142,-122.049139,32,-8,"America/Los_Angeles"
"NUW","Whidbey Island Nas",NA,48.351803,-122.655906,47,-8,"America/Los_Angeles"
"NXP","Twentynine Palms Eaf","California",34.296161,-116.162203,2051,-8,"America/Los_Angeles"
"NXX","Willow Grove Nas Jrb","Pennsylvania",40.199833,-75.148167,358,-5,"America/New_York"
"NY9","Long Lake","New York",43.9750617,-74.42044,1629,-5,"America/New_York"
"NYC","All Airports","New York",40.714167,-74.005833,31,-5,"America/New_York"
"NYG","Quantico Mcaf","Virginia",38.501683,-77.305333,11,-5,"America/New_York"
"NZC","Cecil Field","Florida",30.2187,-81.8767,81,-5,"America/New_York"
"NZJ","El Toro","California",33.676132,-117.731164,383,-8,"America/Los_Angeles"
"NZY","North Island Nas","California",32.699219,-117.21531,26,-8,"America/Los_Angeles"
"O03","Morgantown Airport","Pennsylvania",40.1570414,-75.8704892,600,-5,"America/New_York"
"O27","Oakdale Airport","California",37.7563333,-120.8001944,237,-8,"America/Los_Angeles"
"OAJ","Albert J Ellis","North Carolina",34.829164,-77.612139,94,-5,"America/New_York"
"OAK","Metropolitan Oakland Intl","California",37.721278,-122.220722,9,-8,"America/Los_Angeles"
"OAR","Marina Muni","California",36.681878,-121.762347,134,-8,"America/Los_Angeles"
"OBE","County","Florida",27.265833,-80.851111,34,-5,"America/New_York"
"OBU","Kobuk Airport","Alaska",66.912222,-156.897222,137,-9,"America/Anchorage"
"OCA","Key Largo",NA,25.325393,-80.274775,8,-5,"America/New_York"
"OCF","International Airport","Florida",29.1725,-82.224167,89,-5,"America/New_York"
"OEB","Branch County Memorial Airport","Michigan",41.9335691,-85.0522935,959,-5,"America/New_York"
"OFF","Offutt Afb","Nebraska",41.118332,-95.912511,1052,-6,"America/Chicago"
"OGG","Kahului","Hawaii",20.89865,-156.430458,54,-10,"Pacific/Honolulu"
"OGS","Ogdensburg Intl","New York",44.681854,-75.4655,297,-5,"America/New_York"
"OJC","Johnson County Airport","Missouri",38.5051,-94.4415,1096,-6,"America/Chicago"
"OKC","Will Rogers World","Oklahoma",35.393089,-97.600733,1295,-6,"America/Chicago"
"OLF","LM Clayton Airport","Montana",48.094444,-105.575,1986,-7,"America/Denver"
"OLH","Old Harbor Airport","Alaska",57.218056,-153.269722,55,-9,"America/Anchorage"
"OLM","Olympia Regional Airpor","Washington",46.9694044,-122.9025447,209,-8,"America/Los_Angeles"
"OLS","Nogales Intl","Arizona",31.417722,-110.84789,3955,-7,"America/Phoenix"
"OLT","San Diego Old Town Transit Center","California",32.7552,-117.1995,0,-8,"America/Los_Angeles"
"OLV","Olive Branch Muni","Mississippi",34.876944,-89.783333,350,-6,"America/Chicago"
"OMA","Eppley Afld","Iowa",41.303167,-95.894069,984,-6,"America/Chicago"
"OME","Nome","Alaska",64.512203,-165.445247,37,-9,"America/Anchorage"
"OMN","Ormond Beach municipal Airport","Florida",29.1804,-81.06497,28,-5,"America/New_York"
"ONH","Oneonta Municipal Airport","New York",42.524722,-75.064444,1763,-5,"America/New_York"
"ONP","Newport Municipal Airport","Oregon",44.580361,-124.057917,160,-8,"America/Los_Angeles"
"ONT","Ontario Intl","California",34.056,-117.601194,944,-8,"America/Los_Angeles"
"OOK","Toksook Bay Airport","Alaska",60.541389,-165.087222,59,-9,"America/Anchorage"
"OPF","Opa Locka","Florida",25.907,-80.278389,8,-5,"America/New_York"
"OQN","Brandywine Airport","New Jersey",39.5924,-75.3455,466,-5,"America/New_York"
"OQU","Quonset State Airport",NA,41.5971389,-71.4121389,18,-5,"America/New_York"
"ORD","Chicago Ohare Intl","Illinois",41.978603,-87.904842,668,-6,"America/Chicago"
"ORF","Norfolk Intl","Virginia",36.894611,-76.201222,26,-5,"America/New_York"
"ORH","Worcester Regional Airport","Massachusetts",42.2673,-71.8757,1009,-5,"America/New_York"
"ORI","Port Lions Airport","Alaska",57.885278,-152.846111,52,-9,"America/Anchorage"
"ORL","Executive","Florida",28.545464,-81.332936,113,-5,"America/New_York"
"ORT","Northway","Alaska",62.961334,-141.929136,1716,-9,"America/Anchorage"
"ORV","Robert Curtis Memorial Airport","Alaska",66.8175,-161.022222,55,-9,"America/Anchorage"
"OSC","Oscoda Wurtsmith","Michigan",44.451558,-83.394053,634,-5,"America/New_York"
"OSH","Wittman Regional Airport","Wisconsin",44.024983,-88.551336,790,-6,"America/Chicago"
"OSU","Ohio State University Airport","Ohio",40.0798,-83.073,905,-5,"America/New_York"
"OTH","Southwest Oregon Regional Airport","Oregon",43.4171,-124.246,17,-8,"America/Los_Angeles"
"OTS","Anacortes Airport",NA,48.498889,-122.6625,241,-8,"America/Los_Angeles"
"OTZ","Ralph Wien Mem","Alaska",66.884678,-162.59855,11,-9,"America/Anchorage"
"OWB","Owensboro Daviess County Airport","Kentucky",37.7401,-87.1668,406,-6,"America/Chicago"
"OWD","Norwood Memorial Airport","Massachusetts",42.1905278,-71.1729444,49,-5,"America/New_York"
"OXC","Waterbury-Oxford Airport","Connecticut",41.4785556,-73.13525,726,-5,"America/New_York"
"OXD","Miami University Airport","Ohio",39.5022607,-84.7843814,1040,-5,"America/New_York"
"OXR","Oxnard - Ventura County","California",34.200833,-119.207222,15,-8,"America/Los_Angeles"
"OZA","Ozona Muni","Texas",30.735281,-101.202972,2381,-6,"America/Chicago"
"P08","Coolidge Municipal Airport","Arizona",32.9359016418457,-111.427001953125,1574,-7,"America/Phoenix"
"P52","Cottonwood Airport","Arizona",34.7299995422363,-112.035003662109,3550,-7,"America/Phoenix"
"PAE","Snohomish Co","Washington",47.906342,-122.281564,606,-8,"America/Los_Angeles"
"PAH","Barkley Regional Airport","Kentucky",37.0602875,-88.7729583,410,-6,"America/Chicago"
"PAM","Tyndall Afb","Florida",30.069567,-85.575417,17,-6,"America/Chicago"
"PAO","Palo Alto Airport of Santa Clara County","California",37.4611111,-122.1150556,7,-8,"America/Los_Angeles"
"PAQ","Palmer Muni","Alaska",61.594914,-149.088711,242,-9,"America/Anchorage"
"PBF","Grider Fld","Arkansas",34.173142,-91.935597,206,-6,"America/Chicago"
"PBG","Plattsburgh Intl","New York",44.650944,-73.468139,234,-5,"America/New_York"
"PBI","Palm Beach Intl","Florida",26.683161,-80.095589,19,-5,"America/New_York"
"PBV","St George","Alaska",56.578344,-169.661611,125,-9,"America/Anchorage"
"PBX","Pike County Airport - Hatcher Field","Kentucky",37.5617639,-82.5663889,1473,-5,"America/New_York"
"PCW","Erie-Ottawa Regional Airport","Ohio",41.5162703,-82.8694868,590,-5,"America/New_York"
"PCZ","Waupaca Municipal Airport","Wisconsin",44.33325,-89.0197778,840,-6,"America/Chicago"
"PDB","Pedro Bay Airport","Alaska",59.782222,-154.1325,45,-9,"America/Anchorage"
"PDK","Dekalb-Peachtree Airport","Georgia",33.8756111,-84.3019722,1003,-5,"America/New_York"
"PDT","Eastern Oregon Regional Airport","Oregon",45.695,-118.841389,1497,-8,"America/Los_Angeles"
"PDX","Portland Intl","Oregon",45.588722,-122.5975,30,-8,"America/Los_Angeles"
"PEC","Pelican Seaplane Base","Alaska",57.955278,-136.236389,0,-9,"America/Anchorage"
"PEQ","Pecos Municipal Airport","Texas",31.3823889,-103.5107222,2613,-6,"America/Chicago"
"PFN","Panama City Bay Co Intl","Florida",30.212083,-85.682806,20,-6,"America/Chicago"
"PGA","Page Municipal Airport","Arizona",36.9261,-111.4483,4316,-7,"America/Phoenix"
"PGD","Charlotte County-Punta Gorda Airport","Florida",26.919722,-81.990556,26,-5,"America/New_York"
"PGV","Pitt-Greenville Airport","North Carolina",35.635278,-77.385278,27,-5,"America/New_York"
"PHD","Harry Clever Field Airport","Ohio",40.4701667,-81.4199444,894,-5,"America/New_York"
"PHF","Newport News Williamsburg Intl","Virginia",37.131894,-76.492989,43,-5,"America/New_York"
"PHK","Pahokee Airport","Florida",26.789,-80.692,18,-5,"America/New_York"
"PHL","Philadelphia Intl","Pennsylvania",39.871944,-75.241139,36,-5,"America/New_York"
"PHN","St Clair Co Intl","Michigan",42.910957,-82.528862,650,-5,"America/New_York"
"PHO","Point Hope Airport","Alaska",68.3488,-166.799,12,-9,"America/Anchorage"
"PHX","Phoenix Sky Harbor Intl","Arizona",33.434278,-112.011583,1135,-7,"America/Phoenix"
"PIA","Peoria Regional","Illinois",40.664203,-89.693258,660,-6,"America/Chicago"
"PIB","Hattiesburg Laurel Regional Airport","Mississippi",31.4671,-89.3371,298,-6,"America/Chicago"
"PIE","St Petersburg Clearwater Intl","Florida",27.910167,-82.687389,10,-5,"America/New_York"
"PIH","Pocatello Regional Airport","Idaho",42.9098,-112.596,4452,-7,"America/Denver"
"PIM","Harris County Airport","Georgia",32.8406944,-84.8824444,902,-5,"America/New_York"
"PIP","Pilot Point Airport","Alaska",57.585393,-157.571944,57,-9,"America/Anchorage"
"PIR","Pierre Regional Airport","South Dakota",44.3827,-100.286,1742,-6,"America/Chicago"
"PIT","Pittsburgh Intl","Pennsylvania",40.491467,-80.232872,1204,-5,"America/New_York"
"PIZ","Point Lay Lrrs","Alaska",69.732875,-163.005342,25,-9,"America/Anchorage"
"PKB","Mid-Ohio Valley Regional Airport","West Virginia",39.3451039,-81.4392031,858,-5,"America/New_York"
"PLN","Pellston Regional Airport of Emmet County Airport","Michigan",45.5709,-84.7967,720,-5,"America/New_York"
"PMB","Pembina Muni","North Dakota",48.942501,-97.240833,795,-6,"America/Chicago"
"PMD","Palmdale Rgnl Usaf Plt 42","California",34.629391,-118.08456,2543,-8,"America/Los_Angeles"
"PML","Port Moller Airport","Alaska",56.006111,-160.560833,20,-9,"America/Anchorage"
"PMP","Pompano Beach Airpark","Florida",26.2471389,-80.1110556,19,-5,"America/New_York"
"PNC","Ponca City Rgnl","Oklahoma",36.731958,-97.099781,1007,-6,"America/Chicago"
"PNE","Northeast Philadelphia","Pennsylvania",40.081944,-75.010586,121,-5,"America/New_York"
"PNM","Princeton Muni","Minnesota",45.559868,-93.608217,979,-6,"America/Chicago"
"PNS","Pensacola Rgnl","Florida",30.473425,-87.186611,121,-6,"America/Chicago"
"POB","Pope Field","North Carolina",35.170883,-79.014472,217,-5,"America/New_York"
"POC","Brackett Field","California",34.0916667,-117.7817778,1014,-8,"America/Los_Angeles"
"POE","Polk Aaf","Louisiana",31.044833,-93.191667,330,-6,"America/Chicago"
"POF","Poplar Bluff Municipal Airport","Missouri",36.77394444,-90.3248611,331,-6,"America/Chicago"
"PPC","Prospect Creek Airport","Alaska",66.814167,-150.643611,1095,-9,"America/Anchorage"
"PPV","Port Protection Seaplane Base","Alaska",56.328889,-133.61,0,-9,"America/Anchorage"
"PQI","Northern Maine Rgnl At Presque Isle","Maine",46.688958,-68.044797,534,-5,"America/New_York"
"PQS","Pilot Station Airport","Alaska",61.934444,-162.899444,305,-9,"America/Anchorage"
"PRC","Ernest A Love Fld","Arizona",34.654472,-112.419583,5045,-7,"America/Phoenix"
"PRL","Port Oceanic Airport","Alaska",60.2083333,-147.8194444,142,-9,"America/Anchorage"
"PSC","Tri Cities Airport","Washington",46.2647,-119.119,410,-8,"America/Los_Angeles"
"PSG","Petersburg James A. Johnson","Alaska",56.801667,-132.945278,105,-9,"America/Anchorage"
"PSM","Pease International Tradeport","New Hampshire",43.0779,-70.8233,100,-5,"America/New_York"
"PSP","Palm Springs Intl","California",33.829667,-116.506694,477,-8,"America/Los_Angeles"
"PSX","Palacios Muni","Texas",28.727508,-96.250958,14,-6,"America/Chicago"
"PTA","Port Alsworth Airport","Alaska",60.208281,-154.306586,253,-9,"America/Anchorage"
"PTB","Dinwiddie County Airport","Virginia",37.18375,-77.507388,193,-5,"America/New_York"
"PTH","Port Heiden Airport","Alaska",56.9591,-158.633,95,-9,"America/Anchorage"
"PTK","Oakland Co. Intl","Michigan",42.667,-83.35,980,-5,"America/New_York"
"PTU","Platinum","Alaska",59.011356,-161.819664,15,-9,"America/Anchorage"
"PUB","Pueblo Memorial","Colorado",38.289085,-104.496572,4726,-7,"America/Denver"
"PUC","Carbon County Regional-Buck Davis Field","Utah",39.609722,-110.75278,5957,-7,"America/Denver"
"PUW","Pullman-Moscow Rgnl","Washington",46.743861,-117.109583,2556,-8,"America/Los_Angeles"
"PVC","Provincetown Muni",NA,42.071945,-70.22139,9,-5,"America/New_York"
"PVD","Theodore Francis Green State","Rhode Island",41.732581,-71.420383,55,-5,"America/New_York"
"PVU","Provo Municipal Airport","Utah",40.21805555,-111.72222222,4497,-7,"America/Denver"
"PWK","Chicago Executive","Illinois",42.1142897,-87.9015376,647,-6,"America/Chicago"
"PWM","Portland Intl Jetport","Maine",43.646161,-70.309281,77,-5,"America/New_York"
"PWT","Bremerton National","Washington",47.490244,-122.764814,444,-8,"America/Los_Angeles"
"PYM","Plymouth Municipal Airport","Massachusetts",41.9090278,-70.7287778,148,-5,"America/New_York"
"PYP","Centre-Piedmont-Cherokee County Regional Airport","Alabama",34.0899167,-85.6100833,595,-6,"America/Chicago"
"R49","Ferry County Airport","Washington",48.7182058,-118.6564714,2522,-8,"America/Los_Angeles"
"RAC","John H. Batten Airport","Wisconsin",42.7605,-87.8152,674,-6,"America/Chicago"
"RAL","Riverside Muni","California",33.951875,-117.445103,818,-8,"America/Los_Angeles"
"RAP","Rapid City Regional Airport","South Dakota",44.045278,-103.057222,3204,-7,"America/Denver"
"RBD","Dallas Executive Airport","Texas",32.680833,-96.868333,201,-6,"America/Chicago"
"RBK","French Valley Airport","California",33.5741791,-117.1284732,1350,-8,"America/Los_Angeles"
"RBM","Robinson Aaf","Arkansas",34.850089,-92.300153,587,-6,"America/Chicago"
"RBN","Fort Jefferson",NA,24.61667,-82.86667,0,-5,"America/New_York"
"RBY","Ruby Airport","Alaska",64.7272,-155.47,653,-9,"America/Anchorage"
"RCA","Ellsworth Afb","South Dakota",44.145042,-103.103567,3279,-7,"America/Denver"
"RCE","Roche Harbor Seaplane Base",NA,48.608056,-123.159722,0,-8,"America/Los_Angeles"
"RCZ","Richmond County Airport","North Carolina",34.8913056,-79.7596111,358,-5,"America/New_York"
"RDD","Redding Muni","California",40.509,-122.293389,504,-8,"America/Los_Angeles"
"RDG","Reading Regional Carl A Spaatz Field","Pennsylvania",40.3785,-75.9652,344,-5,"America/New_York"
"RDM","Roberts Fld","Oregon",44.254066,-121.149964,3077,-8,"America/Los_Angeles"
"RDR","Grand Forks Afb","North Dakota",47.961098,-97.401194,913,-6,"America/Chicago"
"RDU","Raleigh Durham Intl","North Carolina",35.877639,-78.787472,435,-5,"America/New_York"
"RDV","Red Devil Airport","Alaska",61.788056,-157.350278,174,-9,"America/Anchorage"
"REI","Redlands Municipal Airport","California",34.08525,-117.146388,1574,-8,"America/Los_Angeles"
"RFD","Chicago Rockford International Airport","Illinois",42.1953611,-89.0972222,742,-6,"America/Chicago"
"RHI","Rhinelander Oneida County Airport","Wisconsin",45.6312,-89.4675,1624,-6,"America/Chicago"
"RIC","Richmond Intl","Virginia",37.505167,-77.319667,167,-5,"America/New_York"
"RID","Richmond Municipal Airport","Indiana",39.7561006,-84.8427175,1140,-5,"America/New_York"
"RIF","Richfield Minicipal Airport","Utah",38.7364361,-112.0989444,5301,-7,"America/Denver"
"RIL","Garfield County Regional Airport","Colorado",39.5263056,-107.7269444,5548,-7,"America/Denver"
"RIR","Flabob Airport","California",33.988778,-117.409971,764,-8,"America/Los_Angeles"
"RIU","Rancho Murieta","California",38.486778,-121.102778,141,-8,"America/Los_Angeles"
"RIV","March Arb","California",33.880711,-117.259453,1535,-8,"America/Los_Angeles"
"RIW","Riverton Regional","Wyoming",43.064167,-108.459722,5525,-7,"America/Denver"
"RKD","Knox County Regional Airport","Maine",44.0601111,-69.0992303,56,-5,"America/New_York"
"RKH","Rock Hill York Co Bryant Airport","South Carolina",34.9878,-81.0572,667,-5,"America/New_York"
"RKP","Aransas County Airport",NA,28.0862222,-97.0436944,24,-6,"America/Chicago"
"RKS","Rock Springs Sweetwater County Airport","Wyoming",41.5942,-109.065,6760,-7,"America/Denver"
"RME","Griffiss Afld","New York",43.2338,-75.407033,504,-5,"America/New_York"
"RMG","Richard B Russell Airport","Georgia",34.3507778,-85.1586667,664,-5,"America/New_York"
"RMP","Rampart Airport","Alaska",65.507778,-150.140833,302,-9,"America/Anchorage"
"RMY","Brooks Field Airport","Michigan",42.2511932,-84.9554443,941,-5,"America/New_York"
"RND","Randolph Afb","Texas",29.529675,-98.2789,762,-6,"America/Chicago"
"RNM","Ramona Airport","California",33.0391667,-116.91525,1395,-8,"America/Los_Angeles"
"RNO","Reno Tahoe Intl","Nevada",39.499108,-119.768108,4415,-8,"America/Los_Angeles"
"RNT","Renton","Washington",47.4931389,-122.21575,32,-8,"America/Los_Angeles"
"ROA","Roanoke Regional","Virginia",37.325472,-79.975417,1175,-5,"America/New_York"
"ROC","Greater Rochester Intl","New York",43.118866,-77.672389,559,-5,"America/New_York"
"ROW","Roswell Intl Air Center","New Mexico",33.301556,-104.530556,3671,-7,"America/Denver"
"RSH","Russian Mission Airport","Alaska",61.775,-161.319444,51,-9,"America/Anchorage"
"RSJ","Rosario Seaplane Base","Washington",48.645556,-122.868056,0,-8,"America/Los_Angeles"
"RST","Rochester","Minnesota",43.908283,-92.500014,1317,-6,"America/Chicago"
"RSW","Southwest Florida Intl","Florida",26.536167,-81.755167,30,-5,"America/New_York"
"RUT","Rutland State Airport","Vermont",43.5294,-72.9496,787,-5,"America/New_York"
"RVS","Richard Lloyd Jones Jr Airport","Oklahoma",36.0396111,-95.9846389,638,-6,"America/Chicago"
"RWI","Rocky Mount Wilson Regional Airport","North Carolina",35.8563,-77.8919,159,-5,"America/New_York"
"RWL","Rawlins Municipal Airport-Harvey Field","Wyoming",41.8055975,-107.19994,6813,-7,"America/Denver"
"RYY","Cobb County Airport-Mc Collum Field","Georgia",34.0131569,-84.5970556,1041,-5,"America/New_York"
"S30","Lebanon State","Oregon",44.3179,-122.5577,344,-8,"America/Los_Angeles"
"S40","Prosser","Washington",46.128,-119.4773,705,-8,"America/Los_Angeles"
"S46","Port O\\'Connor Airfield","Texas",28.429977,-96.442859,10,-6,"America/Chicago"
"SAA","Shively Field Airport","Wyoming",41.4448594,-106.8235264,7012,-7,"America/Denver"
"SAC","Sacramento Executive","California",38.512524,-121.49347,24,-8,"America/Los_Angeles"
"SAD","Safford Regional Airport","Arizona",32.8533333,-109.6350833,3179,-7,"America/Phoenix"
"SAF","Santa Fe Muni","New Mexico",35.617108,-106.089422,6348,-7,"America/Denver"
"SAN","San Diego Intl","California",32.733556,-117.189667,17,-8,"America/Los_Angeles"
"SAT","San Antonio Intl","Texas",29.533694,-98.469778,809,-6,"America/Chicago"
"SAV","Savannah Hilton Head Intl","Georgia",32.127583,-81.202139,51,-5,"America/New_York"
"SBA","Santa Barbara Muni","California",34.426211,-119.840372,10,-8,"America/Los_Angeles"
"SBD","San Bernardino International Airport","California",34.0953521,-117.2348722,1159,-8,"America/Los_Angeles"
"SBM","Sheboygan County Memorial Airport","Wisconsin",43.7696,-87.851402,755,-6,"America/Chicago"
"SBN","South Bend Rgnl","Indiana",41.708661,-86.31725,799,-5,"America/New_York"
"SBO","Emanuel Co","Georgia",32.609139,-82.369944,327,-5,"America/New_York"
"SBP","San Luis County Regional Airport","California",35.2368,-120.642,212,-8,"America/Los_Angeles"
"SBS","Steamboat Springs Airport-Bob Adams Field","Colorado",40.51625,-106.8663056,6882,-7,"America/Denver"
"SBY","Salisbury Ocean City Wicomico Rgnl","Maryland",38.340525,-75.510289,52,-5,"America/New_York"
"SCC","Deadhorse","Alaska",70.19475,-148.465167,64,-9,"America/Anchorage"
"SCE","University Park Airport","Pennsylvania",40.849278,-77.848694,1239,-5,"America/New_York"
"SCH","Stratton ANGB - Schenectady County Airpor","New York",42.85245555,-73.928866666,378,-5,"America/New_York"
"SCK","Stockton Metropolitan","California",37.894167,-121.238306,33,-8,"America/Los_Angeles"
"SCM","Scammon Bay Airport","Alaska",61.845278,-165.571389,14,-9,"America/Anchorage"
"SDC","Williamson-Sodus Airport","New York",43.2347904,-77.119444,424,-5,"America/New_York"
"SDF","Louisville International Airport","Kentucky",38.1740858,-85.7364989,501,-5,"America/New_York"
"SDM","Brown Field Municipal Airport","California",32.5722722,-116.9801611,526,-8,"America/Los_Angeles"
"SDP","Sand Point Airport","Alaska",55.315,-160.523,21,-9,"America/Anchorage"
